0x00000000,global_tags
0x0000005C,objects\characters\masterchief\bitmaps\mp_scout_cc
0x0000005D,null_tag_005D
0x0000005E,objects\characters\masterchief\bitmaps\mp_scout_zbump
0x0000005F,objects\characters\masterchief\shaders\mp_scout
0x00000060,objects\characters\masterchief\shaders\mp_scout_visor
0x00000061,objects\characters\masterchief\mp_masterchief\armor\mp_scout
0x00000062,objects\characters\masterchief\mp_masterchief\armor\mp_scout
0x00000063,objects\characters\masterchief\mp_masterchief\armor\mp_scout
0x00000064,objects\characters\masterchief\bitmaps\mp_odst_helmet_diffuse
0x00000065,objects\characters\masterchief\bitmaps\mp_odst_cc
0x00000066,objects\characters\odst\bitmaps\odst_helmet_zbump
0x00000067,objects\characters\masterchief\shaders\mp_odst
0x00000068,objects\characters\masterchief\shaders\mp_odst_visor
0x00000069,objects\characters\masterchief\mp_masterchief\armor\mp_odst
0x0000006A,objects\characters\masterchief\mp_masterchief\armor\mp_odst
0x0000006B,objects\characters\masterchief\mp_masterchief\armor\mp_odst
0x0000006C,objects\characters\masterchief\bitmaps\mp_markv
0x0000006D,objects\characters\masterchief\bitmaps\mp_markv_cc
0x0000006E,objects\characters\masterchief\bitmaps\mp_markv_zbump
0x0000006F,objects\characters\masterchief\shaders\mp_markv
0x00000070,objects\characters\masterchief\shaders\mp_markv_visor
0x00000071,objects\characters\masterchief\mp_masterchief\armor\mp_markv
0x00000072,objects\characters\masterchief\mp_masterchief\armor\mp_markv
0x00000073,objects\characters\masterchief\mp_masterchief\armor\mp_markv
0x00000074,objects\characters\masterchief\bitmaps\mp_rogue
0x00000075,objects\characters\masterchief\bitmaps\mp_rogue_cc
0x00000076,objects\characters\masterchief\bitmaps\mp_rogue_zbump
0x00000077,objects\characters\masterchief\shaders\mp_rogue
0x00000078,objects\characters\masterchief\shaders\mp_rogue_visor
0x00000079,objects\characters\masterchief\mp_masterchief\armor\mp_rogue
0x0000007A,objects\characters\masterchief\mp_masterchief\armor\mp_rogue
0x0000007B,objects\characters\masterchief\mp_masterchief\armor\mp_rogue
0x0000007C,objects\characters\masterchief\mp_masterchief\armor\mp_bungie
0x0000007D,objects\characters\masterchief\mp_masterchief\armor\mp_bungie
0x0000007E,objects\characters\masterchief\mp_masterchief\armor\mp_bungie
0x0000007F,objects\characters\masterchief\mp_masterchief\armor\mp_katana
0x00000080,objects\characters\masterchief\mp_masterchief\armor\mp_katana
0x00000081,objects\characters\masterchief\mp_masterchief\armor\mp_katana
0x00000082,objects\characters\masterchief\shaders\mp_personal_decals
0x00000083,objects\characters\masterchief\bitmaps\mp_masterchief_personal_decals_cc
0x00000084,sound\dialog\multiplayer_en\flavor\double_kill
0x00000085,objects\gear\human\military\shaders\military_equipment
0x00000086,sound\dialog\multiplayer_en\flavor\extermination
0x00000087,sound\dialog\multiplayer_en\flavor\hail_to_the_king
0x00000088,sound\dialog\multiplayer_en\flavor\hells_janitor
0x00000089,objects\vehicles\mauler\shaders\mauler
0x0000008A,sound\dialog\multiplayer_en\flavor\infection_spree
0x0000008B,sound\dialog\multiplayer_en\flavor\invincible
0x0000008C,sound\dialog\multiplayer_en\flavor\juggernaut_spree
0x0000008D,sound\dialog\multiplayer_en\flavor\killimanjaro
0x0000008E,sound\dialog\multiplayer_en\flavor\killing_frenzy
0x0000008F,sound\dialog\multiplayer_en\flavor\killing_spree
0x00000090,sound\dialog\multiplayer_en\flavor\killionaire
0x00000091,sound\dialog\multiplayer_en\flavor\killjoy
0x00000092,sound\dialog\multiplayer_en\flavor\killpocalypse
0x00000093,sound\dialog\multiplayer_en\flavor\killtacular
0x00000094,sound\dialog\multiplayer_en\flavor\killtastrophe
0x00000095,sound\dialog\multiplayer_en\flavor\killtrocity
0x00000096,sound\dialog\multiplayer_en\flavor\mmm_brains
0x00000097,sound\dialog\multiplayer_en\flavor\open_season
0x00000098,sound\dialog\multiplayer_en\flavor\overkill
0x00000099,sound\dialog\multiplayer_en\flavor\rampage
0x0000009A,sound\dialog\multiplayer_en\flavor\running_riot
0x0000009B,sound\dialog\multiplayer_en\flavor\sharpshooter
0x0000009C,sound\dialog\multiplayer_en\flavor\shotgun_spree
0x0000009D,sound\dialog\multiplayer_en\flavor\slice_n_dice
0x0000009E,sound\dialog\multiplayer_en\flavor\sniper_spree
0x0000009F,sound\dialog\multiplayer_en\flavor\splatter_spree
0x000000A0,sound\dialog\multiplayer_en\flavor\sword_spree
0x000000A1,sound\dialog\multiplayer_en\flavor\triple_kill
0x000000A2,sound\dialog\multiplayer_en\flavor\untouchable
0x000000A3,sound\dialog\multiplayer_en\flavor\unstoppable
0x000000A4,sound\dialog\multiplayer_en\flavor\vehicular_manslaughter
0x000000A5,sound\dialog\multiplayer_en\flavor\zombie_killing_spree
0x000000A6,sound\dialog\multiplayer_en\misc\perfection
0x000000A7,sound\dialog\multiplayer_en\slayer\slayer
0x000000A8,sound\dialog\multiplayer_en\slayer\target_changed
0x000000A9,sound\dialog\multiplayer_en\capture_the_flag\capture_the_flag
0x000000AA,sound\dialog\multiplayer_en\capture_the_flag\offense
0x000000AB,sound\dialog\multiplayer_en\capture_the_flag\defense
0x000000AC,sound\dialog\multiplayer_en\capture_the_flag\flag_captured
0x000000AD,sound\dialog\multiplayer_en\capture_the_flag\flag_reset
0x000000AE,sound\dialog\multiplayer_en\capture_the_flag\flag_recovered
0x000000AF,sound\dialog\multiplayer_en\capture_the_flag\flag_taken
0x000000B0,objects\eldewrito\forge\light_object
0x000000B1,objects\eldewrito\forge\light_object
0x000000B2,objects\eldewrito\forge\light_object
0x000000B3,objects\eldewrito\forge\light_object
0x000000B4,objects\eldewrito\forge\fx_object
0x000000B5,objects\eldewrito\forge\fx_object
0x000000B6,objects\eldewrito\forge\fx_object
0x000000B7,objects\eldewrito\forge\fx_object
0x000000B8,objects\eldewrito\reforge\hemisphere_2x2x05
0x000000B9,objects\eldewrito\reforge\hemisphere_2x2x01
0x000000BA,objects\eldewrito\reforge\hemisphere_1x2x01
0x000000BB,objects\eldewrito\reforge\hemisphere_1x2x05
0x000000BC,objects\eldewrito\reforge\hemisphere_1x2x1
0x000000BD,objects\eldewrito\reforge\hemisphere_5x5x2
0x000000BE,objects\eldewrito\reforge\hemisphere_5x5x1
0x000000BF,objects\eldewrito\reforge\hemisphere_5x5x025
0x000000C0,objects\eldewrito\reforge\hemisphere_2x5x025
0x000000C1,objects\eldewrito\reforge\hemisphere_2x5x1
0x000000C2,objects\eldewrito\reforge\hemisphere_2x5x2
0x000000C3,objects\eldewrito\reforge\hemisphere_10x10x5
0x000000C4,objects\eldewrito\reforge\hemisphere_10x10x2
0x000000C5,objects\eldewrito\reforge\hemisphere_10x10x05
0x000000C6,objects\eldewrito\reforge\hemisphere_5x10x1
0x000000C7,objects\eldewrito\reforge\hemisphere_5x10x2
0x000000C8,objects\eldewrito\reforge\hemisphere_5x10x5
0x000000C9,objects\eldewrito\reforge\hemisphere_20x20x10
0x000000CA,objects\eldewrito\reforge\hemisphere_20x20x5
0x000000CB,objects\eldewrito\reforge\hemisphere_20x20x1
0x000000CC,objects\eldewrito\reforge\hemisphere_10x20x1
0x000000CD,objects\eldewrito\reforge\hemisphere_10x20x5
0x000000CE,objects\eldewrito\reforge\hemisphere_10x20x10
0x000000CF,objects\eldewrito\reforge\hemisphere_2x2x1
0x000000D0,objects\eldewrito\reforge\glass_01x1x1
0x000000D1,objects\eldewrito\reforge\glass_01x10x1
0x000000D2,objects\eldewrito\reforge\glass_01x10x05
0x000000D3,objects\eldewrito\reforge\glass_01x2x2
0x000000D4,objects\eldewrito\reforge\glass_01x10x2
0x000000D5,objects\eldewrito\reforge\cylinder_2x2x01
0x000000D6,objects\eldewrito\reforge\cylinder_05x05x01
0x000000D7,objects\eldewrito\reforge\cylinder_1x1x01
0x000000D8,objects\eldewrito\reforge\cylinder_1x1x05
0x000000D9,objects\eldewrito\reforge\cylinder_2x2x05
0x000000DA,objects\eldewrito\reforge\cylinder_5x5x01
0x000000DB,objects\eldewrito\reforge\cylinder_2x2x1
0x000000DC,objects\eldewrito\reforge\cylinder_1x1x1
0x000000DD,objects\eldewrito\reforge\cylinder_05x05x1
0x000000DE,objects\eldewrito\reforge\cylinder_2x2x2
0x000000DF,objects\eldewrito\reforge\cylinder_1x1x2
0x000000E0,objects\eldewrito\reforge\cylinder_05x05x2
0x000000E1,objects\eldewrito\reforge\cylinder_2x2x4
0x000000E2,objects\eldewrito\reforge\cylinder_1x1x4
0x000000E3,objects\eldewrito\reforge\cylinder_05x05x4
0x000000E4,objects\eldewrito\reforge\cylinder_10x10x4
0x000000E5,objects\eldewrito\reforge\cylinder_10x10x2
0x000000E6,objects\eldewrito\reforge\cylinder_10x10x1
0x000000E7,objects\eldewrito\reforge\cylinder_10x10x05
0x000000E8,objects\eldewrito\reforge\cylinder_10x10x01
0x000000E9,objects\eldewrito\reforge\cylinder_5x5x4
0x000000EA,objects\eldewrito\reforge\cylinder_5x5x2
0x000000EB,objects\eldewrito\reforge\cylinder_5x5x1
0x000000EC,objects\eldewrito\reforge\cylinder_5x5x05
0x000000ED,objects\eldewrito\reforge\cylinder_05x05x05
0x000000EE,objects\eldewrito\reforge\halfcylinder_2x01x05
0x000000EF,objects\eldewrito\reforge\halfcylinder_1x01x05
0x000000F0,objects\eldewrito\reforge\halfcylinder_3x01x05
0x000000F1,objects\eldewrito\reforge\trianglee_01x10x066
0x000000F2,objects\eldewrito\reforge\trianglee_01x4x046
0x000000F3,objects\eldewrito\reforge\trianglee_01x3x06
0x000000F4,objects\eldewrito\reforge\trianglee_01x2x073
0x000000F5,objects\eldewrito\reforge\trianglee_01x1x087
0x000000F6,objects\eldewrito\reforge\trianglee_01x5x033
0x000000F7,objects\eldewrito\reforge\trianglee_01x05x043
0x000000F8,objects\eldewrito\reforge\glass_01x05x05
0x000000F9,objects\eldewrito\reforge\halfcylinder_1x3x05
0x000000FA,objects\eldewrito\reforge\halfcylinder_1x4x05
0x000000FB,objects\eldewrito\reforge\halfcylinder_1x10x05
0x000000FC,objects\eldewrito\reforge\halfcylinder_2x10x05
0x000000FD,objects\eldewrito\reforge\halfcylinder_3x10x05
0x000000FE,objects\eldewrito\reforge\halfcylinder_3x1x05
0x000000FF,objects\eldewrito\reforge\halfcylinder_3x3x05
0x00000100,objects\eldewrito\reforge\halfcylinder_3x4x05
0x00000101,objects\eldewrito\reforge\halfcylinder_2x1x05
0x00000102,objects\eldewrito\reforge\halfcylinder_2x3x05
0x00000103,objects\eldewrito\reforge\halfcylinder_2x4x05
0x00000104,objects\eldewrito\reforge\halfcylinder_1x1x05
0x00000105,objects\eldewrito\reforge\triangle_1x05x05
0x00000106,objects\eldewrito\reforge\triangle_1x2x2
0x00000107,objects\eldewrito\reforge\triangle_1x3x3
0x00000108,objects\eldewrito\reforge\triangle_1x4x4
0x00000109,objects\eldewrito\reforge\triangle_1x5x5
0x0000010A,objects\eldewrito\reforge\triangle_1x1x1
0x0000010B,objects\eldewrito\reforge\triangle_05x1x1
0x0000010C,objects\eldewrito\reforge\triangle_05x5x5
0x0000010D,objects\eldewrito\reforge\triangle_05x4x4
0x0000010E,objects\eldewrito\reforge\triangle_05x3x3
0x0000010F,objects\eldewrito\reforge\triangle_05x2x2
0x00000110,objects\eldewrito\reforge\triangle_05x10x10
0x00000111,objects\eldewrito\reforge\triangle_1x10x10
0x00000112,objects\eldewrito\reforge\triangle_05x05x05
0x00000113,objects\eldewrito\reforge\block_1x3x2
0x00000114,objects\eldewrito\reforge\block_1x3x3
0x00000115,objects\eldewrito\reforge\block_1x4x3
0x00000116,objects\eldewrito\reforge\block_1x4x4
0x00000117,objects\eldewrito\reforge\block_1x5x5
0x00000118,objects\eldewrito\reforge\block_1x5x2
0x00000119,objects\eldewrito\reforge\block_1x5x3
0x0000011A,objects\eldewrito\reforge\block_1x5x4
0x0000011B,objects\eldewrito\reforge\block_1x2x1
0x0000011C,objects\eldewrito\reforge\block_1x5x1
0x0000011D,objects\eldewrito\reforge\block_1x3x1
0x0000011E,objects\eldewrito\reforge\block_1x4x1
0x0000011F,objects\eldewrito\reforge\block_1x1x1
0x00000120,objects\eldewrito\reforge\block_1x10x10
0x00000121,objects\eldewrito\reforge\block_1x10x5
0x00000122,objects\eldewrito\reforge\block_1x10x1
0x00000123,objects\eldewrito\reforge\block_1x10x2
0x00000124,objects\eldewrito\reforge\block_1x10x3
0x00000125,objects\eldewrito\reforge\block_1x10x4
0x00000126,objects\eldewrito\reforge\block_1x4x2
0x00000127,objects\eldewrito\reforge\block_1x20x20
0x00000128,objects\eldewrito\reforge\block_05x20x20
0x00000129,objects\eldewrito\reforge\block_05x4x2
0x0000012A,objects\eldewrito\reforge\block_05x05x05
0x0000012B,objects\eldewrito\reforge\block_05x1x05
0x0000012C,objects\eldewrito\reforge\block_05x10x4
0x0000012D,objects\eldewrito\reforge\block_05x10x3
0x0000012E,objects\eldewrito\reforge\block_05x10x2
0x0000012F,objects\eldewrito\reforge\block_05x10x1
0x00000130,objects\eldewrito\reforge\block_05x10x5
0x00000131,objects\eldewrito\reforge\block_05x10x10
0x00000132,objects\eldewrito\reforge\block_05x1x1
0x00000133,objects\eldewrito\reforge\block_05x4x1
0x00000134,objects\eldewrito\reforge\block_05x3x1
0x00000135,objects\eldewrito\reforge\block_05x5x1
0x00000136,objects\eldewrito\reforge\block_05x2x1
0x00000137,objects\eldewrito\reforge\block_05x5x4
0x00000138,objects\eldewrito\reforge\block_05x5x3
0x00000139,objects\eldewrito\reforge\block_05x5x2
0x0000013A,objects\eldewrito\reforge\block_05x5x5
0x0000013B,objects\eldewrito\reforge\block_05x4x4
0x0000013C,objects\eldewrito\reforge\block_05x4x3
0x0000013D,objects\eldewrito\reforge\block_05x3x3
0x0000013E,objects\eldewrito\reforge\block_05x3x2
0x0000013F,objects\eldewrito\reforge\block_05x2x2
0x00000140,objects\eldewrito\reforge\block_1x2x2
0x00000141,objects\eldewrito\reforge\block_01x4x2
0x00000142,objects\eldewrito\reforge\block_01x10x4
0x00000143,objects\eldewrito\reforge\block_01x10x3
0x00000144,objects\eldewrito\reforge\block_01x10x2
0x00000145,objects\eldewrito\reforge\block_01x10x1
0x00000146,objects\eldewrito\reforge\block_01x10x5
0x00000147,objects\eldewrito\reforge\block_01x10x10
0x00000148,objects\eldewrito\reforge\block_01x1x1
0x00000149,objects\eldewrito\reforge\block_01x4x1
0x0000014A,objects\eldewrito\reforge\block_01x3x1
0x0000014B,objects\eldewrito\reforge\block_01x5x1
0x0000014C,objects\eldewrito\reforge\block_01x2x1
0x0000014D,objects\eldewrito\reforge\block_01x5x4
0x0000014E,objects\eldewrito\reforge\block_01x5x3
0x0000014F,objects\eldewrito\reforge\block_01x5x2
0x00000150,objects\eldewrito\reforge\block_01x5x5
0x00000151,objects\eldewrito\reforge\block_01x4x4
0x00000152,objects\eldewrito\reforge\block_01x4x3
0x00000153,objects\eldewrito\reforge\block_01x3x3
0x00000154,objects\eldewrito\reforge\block_01x3x2
0x00000155,objects\eldewrito\reforge\block_01x2x2
0x00000156,objects\eldewrito\reforge\block_01x2x05
0x00000157,objects\eldewrito\reforge\block_01x10x05
0x00000158,objects\eldewrito\reforge\block_01x1x05
0x00000159,objects\eldewrito\reforge\block_01x4x05
0x0000015A,objects\eldewrito\reforge\block_01x3x05
0x0000015B,objects\eldewrito\reforge\block_01x5x05
0x0000015C,objects\eldewrito\reforge\block_01x05x05
0x0000015D,objects\eldewrito\reforge\block_01x20x20
0x0000015E,objects\eldewrito\reforge\triangle_01x10x10
0x0000015F,objects\eldewrito\reforge\triangle_01x5x5
0x00000160,objects\eldewrito\reforge\triangle_01x4x4
0x00000161,objects\eldewrito\reforge\triangle_01x3x3
0x00000162,objects\eldewrito\reforge\triangle_01x2x2
0x00000163,objects\eldewrito\reforge\triangle_01x05x05
0x00000164,objects\eldewrito\reforge\triangle_01x1x1
0x00000165,sound\dialog\multiplayer_en\capture_the_flag\flag_stolen
0x00000166,sound\dialog\multiplayer_en\capture_the_flag\flag_dropped
0x00000167,sound\dialog\multiplayer_en\oddball\oddball
0x00000168,sound\dialog\multiplayer_en\oddball\ball_taken
0x00000169,sound\dialog\multiplayer_en\oddball\ball_dropped
0x0000016A,sound\dialog\multiplayer_en\oddball\play_ball
0x0000016B,sound\dialog\multiplayer_en\oddball\ball_reset
0x0000016C,sound\dialog\multiplayer_en\general\twenty_five_points_remaining
0x0000016D,sound\dialog\multiplayer_en\general\twenty_five_points_to_win
0x0000016E,sound\dialog\multiplayer_en\general\ten_points_remaining
0x0000016F,sound\dialog\multiplayer_en\general\ten_points_to_win
0x00000170,sound\dialog\multiplayer_en\king_of_the_hill\king_of_the_hill
0x00000171,sound\dialog\multiplayer_en\king_of_the_hill\hill_moved
0x00000172,sound\dialog\multiplayer_en\king_of_the_hill\hill_controlled
0x00000173,sound\dialog\multiplayer_en\king_of_the_hill\hill_contested
0x00000174,sound\dialog\multiplayer_en\vip\new_vip
0x00000175,sound\dialog\multiplayer_en\vip\vip_killed
0x00000176,sound\dialog\multiplayer_en\juggernaut\destination_moved
0x00000177,null_tag_0177
0x00000178,sound\dialog\multiplayer_en\juggernaut\new_juggernaut
0x00000179,sound\dialog\multiplayer_en\territories\territories
0x0000017A,sound\dialog\multiplayer_en\territories\territory_lost
0x0000017B,sound\dialog\multiplayer_en\territories\territory_captured
0x0000017C,sound\dialog\multiplayer_en\assault\assault
0x0000017D,sound\dialog\multiplayer_en\assault\bomb_armed
0x0000017E,sound\dialog\multiplayer_en\assault\bomb_detonated
0x0000017F,sound\dialog\multiplayer_en\assault\bomb_disarmed
0x00000180,sound\dialog\multiplayer_en\assault\bomb_dropped
0x00000181,sound\dialog\multiplayer_en\assault\bomb_reset
0x00000182,sound\dialog\multiplayer_en\assault\bomb_returned
0x00000183,sound\dialog\multiplayer_en\assault\bomb_taken
0x00000184,sound\dialog\multiplayer_en\infection\infected
0x00000185,sound\dialog\multiplayer_en\infection\last_man_standing
0x00000186,sound\dialog\multiplayer_en\infection\new_zombie
0x00000187,sound\dialog\multiplayer_en\general\betrayal
0x00000188,sound\dialog\multiplayer_en\general\betrayed
0x00000189,sound\dialog\multiplayer_en\general\fifteen_mins_remaining
0x0000018A,sound\dialog\multiplayer_en\general\five_mins_remaining
0x0000018B,sound\dialog\multiplayer_en\general\gained_the_lead
0x0000018C,sound\dialog\multiplayer_en\general\game_over
0x0000018D,sound\dialog\multiplayer_en\general\one_min_remaining
0x0000018E,sound\dialog\multiplayer_en\general\round_over
0x0000018F,sound\dialog\multiplayer_en\general\sudden_death
0x00000190,sound\dialog\multiplayer_en\general\suicide
0x00000191,sound\dialog\multiplayer_en\general\teamate_gained
0x00000192,sound\dialog\multiplayer_en\general\ten_secs_remaining
0x00000193,sound\dialog\multiplayer_en\general\thirty_mins_remaining
0x00000194,sound\dialog\multiplayer_en\general\thirty_secs_remaining
0x00000195,null_tag_0195
0x00000196,null_tag_0196
0x00000197,null_tag_0197
0x00000198,null_tag_0198
0x00000199,null_tag_0199
0x0000019A,null_tag_019A
0x0000019B,null_tag_019B
0x0000019C,null_tag_019C
0x0000019D,null_tag_019D
0x0000019E,fx\scenery_fx\havok\havok_collection
0x0000019F,sound\sound_classes
0x000001A0,sound\global_fx
0x000001A1,sound\sound_mix
0x000001A2,sound\combat_dialogue_constants
0x000001A3,sound\default
0x000001A4,null_tag_01A4
0x000001A5,ai\ai_dialogue_globals
0x000001A6,ai\normal
0x000001A7,ai\bunkering
0x000001A8,ai\assaulting
0x000001A9,globals\ai_globals
0x000001AA,globals\default_unit_camera_track
0x000001AB,sound\weapons\frag_grenade\frag_throw
0x000001AC,objects\weapons\grenade\frag_grenade\frag_grenade
0x000001AD,objects\weapons\grenade\frag_grenade\frag_grenade
0x000001AE,sound\weapons\plasma_grenade\throwgren
0x000001AF,objects\weapons\grenade\plasma_grenade\plasma_grenade
0x000001B0,objects\weapons\grenade\plasma_grenade\plasma_grenade
0x000001B1,sound\weapons\claymore_grenade\claymore_throw
0x000001B2,objects\weapons\grenade\claymore_grenade\claymore_grenade
0x000001B3,objects\weapons\grenade\claymore_grenade\claymore_grenade
0x000001B4,sound\weapons\firebomb\firebomb_throw
0x000001B5,objects\weapons\grenade\firebomb_grenade\firebomb_grenade
0x000001B6,objects\weapons\grenade\firebomb_grenade\projectiles\firebomb_grenade
0x000001B7,ui\hud
0x000001B8,ui\editor
0x000001B9,ui\dialog
0x000001BA,rasterizer\plasma_noise
0x000001BB,ui\main_menu
0x000001BC,ui\multiplayer
0x000001BD,ui\chud\globals
0x000001BE,ui\global_strings\damage_strings
0x000001BF,ui\global_strings\main_strings
0x000001C0,ui\global_strings\settings_strings
0x000001C1,ui\global_strings\lobby_strings
0x000001C2,ui\global_strings\emblem_editor_strings
0x000001C3,ui\global_strings\carousel_strings
0x000001C4,ui\global_strings\consumable_strings
0x000001C5,ui\global_strings\weapon_strings
0x000001C6,ui\global_strings\ingame_strings
0x000001C7,ui\global_strings\armor_strings
0x000001C8,ui\global_strings\message_strings
0x000001C9,ui\global_strings\buy_strings
0x000001CA,ui\global_strings\game_mode_strings
0x000001CB,ui\global_strings\map_strings
0x000001CC,ui\global_strings\loading_strings
0x000001CD,ui\global_strings\tip_strings
0x000001CE,ui\global_strings\level_strings
0x000001CF,ui\global_strings\profile_strings
0x000001D0,ui\global_strings\class_strings
0x000001D1,ui\global_strings\manufacturer_strings
0x000001D2,ui\global_strings\medal_strings
0x000001D3,ui\global_strings\playlist_strings
0x000001D4,ui\global_strings\damage_reporting_type_strings
0x000001D5,ui\global_strings\challenge_strings
0x000001D6,ui\global_strings\career_strings
0x000001D7,ui\global_strings\mod_strings
0x000001D8,objects\characters\masterchief\fx\coop_teleport
0x000001D9,sound\weapons\battle_rifle\flashlight
0x000001DA,globals\damage_responses\default
0x000001DB,null_tag_01DB
0x000001DC,null_tag_01DC
0x000001DD,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000001DE,sound\game_sfx\ui\binoculars\binocs_in_click
0x000001DF,sound\game_sfx\ui\binoculars\binocs_out_click
0x000001E0,null_tag_01E0
0x000001E1,null_tag_01E1
0x000001E2,null_tag_01E2
0x000001E3,null_tag_01E3
